Name,Price,Ingredients,Product_Link,Category
Anthony Instant Fix Oil Control 90ml,£28.00,"Water, Caprylic/Capric Triglyceride, Silica, Glyceryl Stearate Citrate, Glyceryl Stearate, C12-15 Alkyl Benzoate, Dimethicone, Glycerin, Stearyl Alcohol, Cyclopentasiloxane, Polyacrylamide, Polysilicone-11, C13-14 Isoparaffin, Carbomer, Laureth-7, Sodium Hydroxide, Sodium Benzoate, Potassium Sorbate, Fragrance, Limonene.",https://www.lookfantastic.com/anthony-instant-fix-oil-control-90ml/11028804.html,Oils
Peter Thomas Roth Oiless Oil 100% Purified Squalane,£32.00," is biotechnologically derived from a sustainable, farmed source of sugarcane, 100% purified.",https://www.lookfantastic.com/peter-thomas-roth-oiless-oil-100-purified-squalane/10831388.html,Oils
PURITO Inner Green Reusable Cotton Rounds 58g,£12.60,"Pads: 70% Natural Bamboo Fibre, 30% Cotton.",https://www.lookfantastic.com/purito-inner-green-reusable-cotton-rounds-58g/13455610.html,Oils
Bobbi Brown Extra Face Oil 30ml,£53.00,"Olea Europaea (Olive) Fruit Oil, Sesamum Indicum (Sesame) Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Tocopherol, Citrus Aurantium Amara (Neroli), Pogostemon Cablin (Patchouli), Lavandula Angustifolia (Lavender), Santalum Album (Sandalwood), Linalool, Limonene, Benzyl Cinnamate, Geraniol, Farnesol, Phenoxyethanol.",https://www.lookfantastic.com/bobbi-brown-extra-face-oil-30ml/11511541.html,Oils
Guerlain Orchidée Impériale The Imperial Oil 30ml,£290.00,"Squalane, C9-12 Alkane, Argania Spinosa Kernel Oil, Crambe Abyssinica Seed Oil, Passiflora Incarnata Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Prunus Armeniaca (Apricot) Kernel Oil, Ximenia Americana Seed Oil, Camellia Oleifera Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Coco-Caprylate/Caprate, Camellia Japonica Seed Oil, Sclerocarya Birrea Seed Oil, Gastrodia Elata Root Extract, Phalaenopsis Amabilis Extract, Pinus Pentaphylla Seed Oil, Prunus Domestica Seed Oil, Parfum (Fragrance), Camelina Sativa Seed Oil, Olea Europaea (Olive) Fruit Oil, Persea Gratissima (Avocado) Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Vaccinium Macrocarpon (Cranberry) Seed Oil, Caprylyl Glycol, Diethylhexyl Sodium Sulfosuccinate, Tocopheryl Acetate, Aqua (Water), Helianthus Annuus (Sunflower) Seed Oil Unsaponifiables, Butylene Glycol, Linalool, Calophyllum Inophyllum Seed Oil, Hippophae Rhamnoides Oil, Citronellol, Geraniol, Alpha-Isomethyl Ionone, Limonene, Tropaeolum Majus Extract, Tocopherol, Phenoxyethanol, Rosa Canina Fruit Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract, Ethylhexylglycerin, Bht.",https://www.lookfantastic.com/guerlain-orchidee-imperiale-the-imperial-oil-30ml/13904068.html,Oils
Lancer Skincare Omega Hydrating Oil 30ml,£75.00,"Vitis Vinifera (Grape) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Wax, Olea Europaea (Olive) Husk Oil, Helianthus Annuus (Sunflower) Seed Oil, Candida Bombicola/Glucose/Methyl Rapeseedate Ferment, Olea Europaea (Olive) Fruit Oil, Isosorbide Dicaprylate, Ethyl Linoleate, Angelica Gigas Root Extract, Lithospermum Erythrorhizon Root Extract, Glycyrrhiza Uralensis (Licorice) Root Extract, Argania Spinosa Kernel Oil, Linum Usitatissimum (Linseed) Seed Oil, Tetrahexyldecyl Ascorbate, Curcuma Longa (Turmeric) Root Oil, Isopropyl Myristate, Chlorophyllin-Copper Complex, Oryza Sativa (Rice) Bran Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Helianthus Annuus (Sunflower) Seed Extract, Tocopherol, BHT.",https://www.lookfantastic.com/lancer-skincare-omega-hydrating-oil-30ml/11719722.html,Oils
Guerlain Abeille Royale Cleansing Oil Anti-Pollution 150ml,£52.00,"Ethylhexyl Palmitate, Caprylic/Capric Triglyceride, Isononyl Isononanoate, Peg-20 Glyceryl Triisostearate, Pentaerythrityl Tetraethylhexanoate, Squalane, Royal Jelly, .",https://www.lookfantastic.com/guerlain-abeille-royale-cleansing-oil-anti-pollution-150ml/13904038.html,Oils
Ecooking Multi Oil 100ml,£22.95,"Sesamum Indicum Seed Oil*, Simmondsta Chinensis Seed Oil*, Essential Oils**, Geraniol**, Citronellol**, D-Limonene**, Linalool**.",https://www.lookfantastic.com/ecooking-multi-oil-100ml/11925864.html,Oils
skyn ICELAND Arctic Face Oil 30ml,£35.00,"Camelina Sativa Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol.",https://www.lookfantastic.com/skyn-iceland-arctic-face-oil-30ml/12531878.html,Oils
Ecooking Multi Oil 500ml,£46.95,"Sesamum Indicum Seed Oil*, Simmondsta Chinensis Seed Oil*, Essential Oils**, Geraniol**, Citronellol**, D-Limonene**, Linalool**.",https://www.lookfantastic.com/ecooking-multi-oil-500ml/11925861.html,Oils
StriVectin S.T.A.R. Light Retinol Night Oil 30ml,£79.00,"Caprylic/Capric Triglyceride, Shea Butter Ethyl Esters, Isopropyl Palmitate, Squalane, Myristyl Nicotinate, Retinol, Salvia Hispanica Seed Oil, Oryza Sativa (Rice) Bran Extract, Schisandra Chinensis Fruit Extract, Helianthus Annuus (Sunflower) Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Haematococcus Pluvialis Extract, Aesculus Hippocastanum (Horse Chestnut) Bark Extract, Hydroxypinacolone Retinoate, Ascorbic Acid, Tocopherol, Bakuchiol, Polyglyceryl-3 Diisostearate, Stearyl Glycyrrhetinate, Dimethyl Isosorbide, Fragrance (Parfum), Citric Acid, BHT, Benzyl Benzoate, Limonene, Citral, Citronellol.",https://www.lookfantastic.com/strivectin-s.t.a.r.-light-retinol-night-oil-30ml/11849515.html,Oils
L'Occitane Shea Fabulous Oil (100ml),£24.00,Helianthus Annuus (Sunflower) Seed Oil** - Caprylic/Capric Triglyceride** - Coco-Caprylate/ Caprate** - Butyrospermum Parkii (Shea) Butter** - Parfum/Fragrance - Balanites Roxburghii Seed Oil** - Adansonia Digitata Seed Oil* - Daucus Carota Sativa (Carrot) Seed Oil** - Tocopherol** - Coumarin Linalool - Citronellol - Limonene - Benzyl Salicylate - Geraniol – Citral,https://www.lookfantastic.com/l-occitane-shea-fabulous-oil-100ml/10888126.html,Oils
PIXI 24K Eye Elixir 10ml,£22.00,"Water, Dipropylene Glycol, Glycerin, Phenoxyethanol, Allantoin, Ethylhexylglycerin, Arginine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, PEG-60 Hydrogenated Castor Oil, Disodium EDTA, Adenosine, Trideceth-10, Cucumis Sativus (Cucumber) Fruit Extract, Rubus Idaeus (Raspberry) Fruit Extract, Butylene Glycol, Iron Oxides (CI 15985, CI 17200), Steareth-20, 1,2-Hexanediol, Hydrolyzed Collagen, N-Hydroxysuccinimide, Chlorhexidine Digluconate, Potassium Sorbate, Gold, Acetyl Hexapeptide-8, Chrysin, Palmitoyl Oligopeptide, Palmitoyl Tetrapeptide-7.",https://www.lookfantastic.com/pixi-24k-eye-elixir-10ml/11200044.html,Oils
Ecooking Multi Oil Fragrance Free 500ml,£46.95,"Sesamum Indicum Seed Oil, Simmondsia Chinensis Seed Oil.",https://www.lookfantastic.com/ecooking-multi-oil-fragrance-free-500ml/12705423.html,Oils
Herbivore Lapis Blue Tansy and Squalane Balancing Facial Oil 50ml,£52.00,"Amaranthus Squalane Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Capric Triglycerides (Fractionated Coconut Oil), Aleurites Moluccana (Kukui) Nut Oil, Tocopherol (Vitamin E), Tanacetum Annuum (Blue Tansy) Leaf Oil, Jasminum Sambac (Jasmine) Absolute, Rosa Damascena (Moroccan Rose) Absolute.",https://www.lookfantastic.com/herbivore-lapis-blue-tansy-and-squalane-balancing-facial-oil-50ml/12535721.html,Oils
Wahl Beard Care Kit,£49.99," Prunus Amygdalus Dulcis (Sweet Almond Oil) Seed Oil, Vitis Vinifera (Grape) Seed Oil, Paraffinum Liquidum (Mineral Oil), Persea Gratissima (Avacado) Oil, Ricinus Communis (Castor Oil) Simmondsia Chinensis (Jojoba) Seed Oil, Argania Apinosa Kernal Oil, Mentha Piperita (Peppermint) Oil, Parfum (Fragrance), Butylphenyl Methylpropional, Linalool Hexyl Cinnamal,Benzyl Salicylate, Citronellol, BHT.",https://www.lookfantastic.com/wahl-beard-care-kit/11489173.html,Oils
BBB London Luscious Lash Oil 7.5ml,£20.80,"Prunus Armeniaca (Apricot) Kernel Oil, Olea Europaea (Olive) Fruit Oil, Ricinus Communis (Castor) Seed Oil, PEG-40 Hydrogenated Castor Oil, Fumed Silica, Glycerin, Panthenol, Simmondsia Chinensis (Jojoba) Seed Oil, Cananga Odorata (Ylang Ylang) Flower Oil, Rosmarinus Officinalis (Rosemary) Oil, Jasmine Officinale (Jasmine) Oil, Bambusa Arundinacea (Bamboo) Stem Extract, Limonene, Linalool, Benzyl Benzoate, Farnesol, Benzyl Salicylate.",https://www.lookfantastic.com/bbb-london-luscious-lash-oil-7.5ml/11741077.html,Oils
BBB London Nourishing Brow Oil 11ml,£19.20,"Prunus Amygdalus Dulcis (Sweet Almond) Oil, Rosmarinus Officinalis (Rosemary) Oil, Lavandula Angustifolia (Lavender) Oil, Santalum Album (Sandalwood) Oil, Limonene, Linalool.",https://www.lookfantastic.com/bbb-london-nourishing-brow-oil-11ml/11741078.html,Oils
grüum Botanisk Hemp Seed Oil 30ml,£8.00,Cannabis Sativa Seed Oil.,https://www.lookfantastic.com/gruum-botanisk-hemp-seed-oil-30ml/13205417.html,Oils
SVR Topialyse Face and Body Emulsifying Micellar Oil Wash 200ml,£10.00,"Aqua (Purified Water), Glycerin, Peg-7 Glyceryl Cocoate, Sodium C14-16 Olefin Sulfonate, Coco-Betaine, Peg-60 Hydrogenated Castor Oil, Lauroyl/Myristoyl Methyl Glucamide, Niacinamide, Sodium Olivamphoacetate, Alpha-Glucan Oligosaccharide, Saccharide Isomerate, 1,2-Hexanediol, Caprylyl Glycol, Citric Acid, Disodium Edta, Gossypium Herbaceum (Cotton) Seed Oil , Peg-120 Methyl Glucose Dioleate, Pentylene Glycol, Sodium Chloride, Sodium Citrate, Parfum (Fragrance).",https://www.lookfantastic.com/svr-topialyse-face-and-body-emulsifying-micellar-oil-wash-200ml/13422438.html,Oils
RéVive Glow Elixir Hydrating Radiance Oil 30ml,£100.00,"Caprylic/Capric Triglyceride, Aqua (Water, Eau), Isododecane, Diisopropyl Adipate, Crambe Abyssinica Seed Oil, Mica, Heptyl Undecylenate, Dimethicone, Shea Butter Ethyl Esters, Quaternium-90 Bentonite, Butylene Glycol, Glycerin, Polyglyceryl-3 Diisostearate, Cetyl PEG/PPG-10/1 Dimethicone, HDI/Trimethylol Hexyllactone Crosspolymer, Propylene Carbonate, Sodium Chloride, PPG-12/SMDI Copolymer, Oligopeptide-24, Tocopherol, Glycine Soja (Soybean) Oil, Sodium Oleate, Hydrogenated Lecithin, Stearalkonium Hectorite, Dimethicone/Vinyl Dimethicone Crosspolymer, Caprylyl Glycol, Fragrance (Parfum), Hexylene Glycol, Silica, Phenoxyethanol, Disodium EDTA, Potassium Sorbate, Hydroxycitronellal, Geraniol, Linalool, Citronellol, Limonene, CI 77891 (Titanium Dioxide), CI 77491 (Iron Oxides).",https://www.lookfantastic.com/revive-glow-elixir-hydrating-radiance-oil-30ml/12621914.html,Oils
PURITO JEJU Volcanic Scoria Konjac Sponge 7g,£8.50,"Konjac (92%), Volcanic Scoria (8%).",https://www.lookfantastic.com/purito-jeju-volcanic-scoria-konjac-sponge-7g/13455592.html,Oils
KLORIS CBD Superboost Face Oil 30ml,£37.50,"Cannabis Sativa Seed Oil, Squalane, Cannabidiol (2%), Cucumis Sativus (Cucumber) Oil.",https://www.lookfantastic.com/kloris-cbd-superboost-face-oil-30ml/12646577.html,Oils
Bobbi Brown Mini Soothing Cleansing Oil 30ml,£13.00,"Isopropyl Palmitate, Pentaerythrityl Tetraethylhexanoate, Peg-20 Glyceryl Triisostearate, Isohexadecane, Triisostearin, Triethylhexanoin, Peg-8 Diisostearate, Isododecane, Peg-12 Diisostearate, Aleurites Moluccana (Kukui) Seed Oil, Bisabolol, Simmondsia Chinensis (Jojoba) Seed Oil, Dipentaerythrityl Tri-Polyhydroxystearate, Helianthus Annuus (Sunflower) Seed Oil, Lavandula Angustifolia (Lavender) Oil, Vaccinium Angustifolium (Blueberry) Fruit Extract, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Lycium Chinense (Wolfberry) Fruit Extract, Opuntia Tuna Extract, Sodium Palmitoyl Proline, Methyldihydrojasmonate, Zingiber Officinale (Ginger) Root Extract, Glycerin, Butylene Glycol, Nymphaea Alba (Water Lily) Flower Extract, Tocopherol, Spilanthes Acmella Flower Extract, Bixa Orellana Seed Extract, Jasminum Officinale (Jasmine) Flower Wax, Yeast Extract\Faex\Extrait De Levure, Glyceryl Laurate, Olea Europaea (Olive) Fruit Oil, Tocopheryl Acetate, Pentylene Glycol, Caprylic/Capric Triglyceride, Dipropylene Glycol, Water\Aqua\Eau, Linalool.",https://www.lookfantastic.com/bobbi-brown-mini-soothing-cleansing-oil-30ml/12853766.html,Oils
bareMinerals Smoothness Hydrating Cleansing Oil 180ml,£28.00,"Carthamus Tinctorius (Safflower) Seed Oil, Coconut Alkanes, Pentaerythrityl Tetraethylhexanoate, Sorbeth-30 Tetraisostearate, Squalane, Coco-Caprylate/Caprate, Water (Aqua/Eau), Tocopherol, Borago Officinalis Seed Oil, Cucumis Sativus (Cucumber) Seed Oil, Vaccinium Myrtillus Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Sea Salt (Maris Sal/Sel Marin), Fragrance (Parfum), Limonene, Linalool, Phenoxyethanol.",https://www.lookfantastic.com/bareminerals-smoothness-hydrating-cleansing-oil-180ml/12609092.html,Oils
Omorovicza Miracle Facial Oil (30ml),£72.00,,https://www.lookfantastic.com/omorovicza-miracle-facial-oil-30ml/11156518.html,Oils
Mario Badescu Cleansing Oil 117ml,£16.00,"Cetyl Ethylhexanoate, Polyglyceryl-10 Dioleate, Isononyl Isononanoate, Polyglyceryl-10 Oleate, Pentaerythrityl Tetraethylhexanoate, Caprylic/Capric Triglyceride, Oryza Sativa (Rice) Bran Oil, Polyglyceryl-2 Oleate, Phenoxyethanol, Aqua (Water, Eau), Oenothera Biennis (Evening Primrose) Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Chlorphenesin, Caprylyl Glycol, Lavandula Hybrida Oil.",https://www.lookfantastic.com/mario-badescu-cleansing-oil-117ml/13631290.html,Oils
Zitsticka Blur Potion Discoloration Brightening Supplement 112.34g,£48.00,Oligopin: A natural plant extract hyper-rich in antioxidant compounds clinically proven to be effective in reducing melanin deposition (melanin being the thing that gives our skin pigment).,https://www.lookfantastic.com/zitsticka-blur-potion-discoloration-brightening-supplement-112.34g/13127370.html,Oils
Biossance Squalane and Vitamin C Rose Oil 30ml,£57.00,"Squalane, Pistacia Lentiscus (Mastic) Gum, Rosa Damascena Flower Extract, Tetrahexyldecyl Ascorbate, Caprylic/Capric Triglyceride, Geraniol.",https://www.lookfantastic.com/biossance-squalane-and-vitamin-c-rose-oil-30ml/12766621.html,Oils
grüum Botanisk Prickly Pear Oil 30ml,£16.00,Optunis Fictus-Indica Seed Oil.,https://www.lookfantastic.com/gruum-botanisk-prickly-pear-oil-30ml/13205418.html,Oils
SVR Topialyse Face and Body Emulsifying Micellar Oil Wash 1000ml,£20.00,"Aqua (Purified Water), Glycerin, Peg-7 Glyceryl Cocoate, Sodium C14-16 Olefin Sulfonate, Coco-Betaine, Peg-60 Hydrogenated Castor Oil, Lauroyl/Myristoyl Methyl Glucamide, Niacinamide, Sodium Olivamphoacetate, Alpha-Glucan Oligosaccharide, Saccharide Isomerate, 1,2-Hexanediol, Caprylyl Glycol, Citric Acid, Disodium Edta, Gossypium Herbaceum (Cotton) Seed Oil , Peg-120 Methyl Glucose Dioleate, Pentylene Glycol, Sodium Chloride, Sodium Citrate, Parfum (Fragrance).",https://www.lookfantastic.com/svr-topialyse-face-and-body-emulsifying-micellar-oil-wash-1000ml/13422440.html,Oils
NUXE Sun Tanning Oil Face and Body SPF 30 (150ml),£23.00,"Coco-Caprylate/Caprate, C12-15 Alkyl Benzoate, Dibutyl Adipate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Diethylhexyl Succinate, Ethylhexyl Triazone, Helianthus Annuus (Sunflower) Seed Oil, Macadamia Integrifolia Seed Oil, Methylheptyl Isostearate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Phenyl Trimethicone, Parfum/Fragrance, Butyrospermum Parkii (Shea) Butter, Tocopherol, Tocopheryl Acetate, Eichhornia Crassipes Extract, Ethyl Ferulate, Polyglyceryl-5 Trioleate, Aqua/Water, Fagraea Berteroana Flower Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Solanum Lycopersicum (Tomato) Fruit Extract, Disodium Uridine Phosphate, Citric Acid, Benzyl Salicylate, Limonene, Linalool, Geraniol, Citronellol [N2608/A].",https://www.lookfantastic.com/nuxe-sun-tanning-oil-face-and-body-spf-30-150ml/11111913.html,Oils
Emma Hardie Brilliance Facial Oil 30ml,£39.00,"Prunus Amygdalus Dulcis (Sweet Almond) Oil, Prunus Armeniaca (Apricot) Kernel Oil, Camelina Sativa Seed Oil, Olea Europaea (Olive) Fruit Oil, Ribes Nigrum (Black Currant) Seed Oil, Vitis Vinifera (Grape) Seed Oil, Parfum (Fragrance), Limonene, Geraniol, Citrus Limon (Lemon) Peel Oil, Citronellol, Linalool, Bht, Lavandula Angustifolia (Lavender) Oil, Citral, Farnesol.",https://www.lookfantastic.com/emma-hardie-brilliance-facial-oil-30ml/11255286.html,Oils
Elemis Frangipani Monoi Body Oil 100ml,£46.00,"Cocos Nucifera (Coconut) Oil, Gardenia Tahitensis Flower, Fragrance (Parfum), Tocopherol, Amyl Cinnamal, Linalool, Benzyl Salicylate, Hydroxycitronellal, Plumeria Rubra Flower Extract, Benzyl Benzoate.",https://www.lookfantastic.com/elemis-frangipani-monoi-body-oil-100ml/14242525.html,Oils
Kora Organics Noni Glow Face Oil 10ml,£23.00,"Rosa Canina Fruit Oil*, Simmondsia Chinensis (Jojoba) Seed Oil*, Helianthus Annuus (Sun?ower) Seed Oil*, Tocopherol, Caprylic/capric Triglyceride, Morinda Citrifolia (Noni) Fruit Extract*, Vitis Vinifera (Grape) Fruit Extract, Lavandula Angustifolia (Lavender) Flower/leaf/stem Extract, Jasminum Oficinale (Jasmine) Flower/leaf Extract, Eugenia Caryophyllus (Clove) Flower Extract, Rosa Damascena Flower Oil*, Punica Granatum Seed Oil*, Hippophae Rhamnoides (Sea Buckthorn) Seed Oil*, Geraniol**, Citronellol**, Farnesol** Citral**. *Ingredient from Organic Farming. **From essential oils.",https://www.lookfantastic.com/kora-organics-noni-glow-face-oil-10ml/11863661.html,Oils
